Title,Ingredients,Steps,Loves,URL
Sate Kambing Bumbu Kacang,1 4 kg daging kambing  potong sesuai selera lalu cuci bersih bumbu marinasi : 5 buah cabe merah keriting 5 buah cabe rawit merah (bisa di kurangi) 3 siung bawang merah 2 siung bawang putih 1 4 sdt garam 1 sdt kaldu bubuk 1 5 sdm minyak wijen 2 sdm kecap manis Bumbu Kacang : 100 gram kacang tanah 5 buah cabe merah keriting 3 buah cabe rawit merah 1 5 siung bawang putih secukupnya minyak goreng 1 gelas air 2 sdm kecap manis 1 sdt kaldu bubuk 1 sdt gula pasir gula merah secukupnya garam ,"Sate : haluskan cabe  bawang merah  dan bawang putih.. siapkan wadah  lalu campur daging kambing  bumbu halus  kaldu bubuk  garam  minyak wijen  dan kecap manis  aduk hingga tercampur rata.. kemudian tutup wadah dan simpan dalam lemari es kurang lebih 2-3 jam Selanjutnya setelah 2-3 jam  keluarkan daging lau tusuk dengan tusuk sate dengan isian sesuai selera.. lakukan hingga daging habis Selanjutnya siapkan bakaran (aku pakai bakaran yg di atas kompor) lalu setelah panas  bakar sate dengan di beri olesan kecap manis hingga matang  lalu angkat dan sajikan dengan bumbu kacang dan perasan jeruk limau Bumbu kacang: panaskan minyak goreng  lalu goreng kacang hingga berwarna kecoklatan  angkat dan tiriskan Selanjutnya haluskan cabe dan bawang putih  setelah itu masukan kacang goreng  ulek hingga bumbu kacang halus (jika ingin lebih halus bisa menggunakan blender) Selanjutnya  panaskan minyak goreng secukupnya  tumis bumbu kacang dengan 2 lembar daun jeruk (sobek"") lalu tambahkan air dan masak hingga mendidih Setelah mendidih  masukan garam  kaldu bubuk  dan kecap manis  aduk rata.. masak sambal hingga air menyusut dan keluar minyak nya.. cek rasa  lalu angkat dan sajikan dengan sate kambingnya.. selamat mencoba ðŸ˜‰ ",22,/id/resep/3279853-sate-kambing-bumbu-kacang-kitaberbagi
Kambing Bakar Mentega Sambal Kecap,500 gram Daging kambing 1 liter air 2 lembar daun salam 1 batang serai memarkan 1 ruas lengkuas memarkan 3 sdm mentega(dapat juga menggunakan margarin) 5 sdm kecap untuk memoles Bumbu yang dihaluskan: 6 siung bawang merah 4 siung bawang putih 1 ruas jahe 1 ruas kunyit 1 sdt Ketumbar 1 sdt Jinten 2 lembar daun salam 2 lembar daun jeruk 1 batang serai yg dimemarkan 1 ruas lengkuas yg dimemarkan Bahan Sambal: Secukupnya Kecap manis sesuai selera Cabe rawit (iris tipis) 1 buah Bawang merah (iris tipis) 1 buah Tomat merah (iris tipis) secukupnya Garam Ket: Semua bahan sambal dicampur jadi satu ,Rebus air hingga mendidih setelah mendidih masukkan daging kambing beserta dg rempah daun masak kurang lebih 30 menit. Tumis bumbu yg dihaluskan Setelah 30 menit angkat daging kambing lalu potong-potong bentuk dadu.Lalu campurkan dengan bumbu yang telah di tumis tadi.lalu diamkan sebentar agar bumbu meresap. Siapkan alat untuk membakar(disini sy menggunakan pemanggang yg terbuat dar batu).Setelah itu oles dengan mentega setelah panas masukkan daging susun diatas alat pemanggang setelah sisi bawahnya berwarna kecoklatan lalu balik satu sisi nya setelah itu sisi atasnya dioles dengan mentega dan kecap secara bergantian lalu balik lagi sisi yg lainnya lalu lakukan hal yang sama.setelah matang lalu sajikan bersama sambal kecap nya... Selamat Mencoba.... ,22,/id/resep/2785153-kambing-bakar-mentega-sambal-kecap
Sop Kaki Kambing Sederhana,4 buah Kaki Kambing yg sdh dibersihkan dan direbus buang airnya 3 cm Jahe iris seperti korek 8 siung Bawang Putih iris tipis 1 sdt Merica 4 btg Daun Bawang iris 6 btg Seledri potong2 secukupnya Gula  garam 700 ml Air bersih ,Goreng bawang hingga garing sisihkan. Goreng garing jahe sisihkan. Haluskan bersama merica  gula dan garam. Potong2 kaki kambing  cuci bersih di air mengalir beberapa kali  sisihkan. Rebus air hingga mendidih masukkan kaki kambing  bumbu halus hingga matang. Koreksi rasa sebelum diangkat masukkan irisan daun bawang dan seledri. ,22,/id/resep/3275138-sop-kaki-kambing-sederhana-kitaberbagi
Soto betawi,1 2 kg daging kepala sapi(boleh pakai daging sapi kambing) secukupnya Air 600 ml Susu cair uht plain 5 siung bawang putih dihaluskan 3 siung bawang merah dihaluskan 1 ruas jahe dihaluskan 3 btg sereh digeprek Potongan kayu manis 3 bh cengkeh Lada bubuk (secukupnya) secukupnya Pala bubuk Kaldu bubuk sapi secukupnya Garam Penyedap jk suka Bahan untuk campuran soto (dipisah): ~Kentang goreng ~tomat ~Irisan daun bawang ~ kerupuk emping ~Bawang goreng ~jeruk limau Bisa jg cuka makan ~kecap ~sambal rawit ,Rebus daging sampai 1/2 empuk.buang air rebusannya.potong daging sesuai selera.sisihkan. Tumis bumbu halus sampai wangi tambahkan lada bubuk  pala halus sereh kayu manis dan cengkeh Masukkan daging yg sdh dipotong td..air 400 ml  dan susu uht masak sambil diaduk(supaya tidak pecah kuahnya krn ada susu cair) kalau sdh mendidih tdk diaduk tdk apa- apa yaa..ðŸ‘Œ Beri garam kaldu bubuk dan penyedap jk suka(dicicipi ya sesuai selera) Masak sampai matang.sisihkan. Didalam mangkok tata potongan kentang goreng dan tomat masukkan kuah soto beserta dagingnya...tambahkan kecap emping.. irisan daun bawang kucuran jeruk limau/cuka..sambal rawit deh..dan taburi bawang goreng.sesuai selera aja ya isian sotonya.Soto betawi siap. ðŸ‘ðŸ‘Œ Temennya kuah sotoðŸ‘ðŸ‘ðŸ‘Œ ,22,/id/resep/3495962-soto-betawi
Gulai kambing kuah susu,1 kg daging kambing 3 liter air 1000 ml susu putih cair full cream(plain) Bumbu yang dihaluskan : 10 siung bawang merah 5 siung bawang putih 3 sdm ketumbar 2 sdm merica 1 jumput Jinten 5 butir kapolaga Sepotong jahe Sepotong lengkuas Sepotong kunyit Biji pala sesuai selera 5 lembar daun jeruk 3 lembar daun salam 2 batang sereh digeprek 2 lembar daun kunyit sesuai selera Cabe merah secukupnya Garam ,Cuci daging kambing sampai bersih Siapkan bumbu yg sudah dihaluskan lalu tumis sampai harum Campurkan daging kambing dg bumbu yg sdh di tumis  aduk sampai bumbu merata di daging Masukkan satu liter air ke dalam daging kambing yg sdh dibumbui lalu masak daging kambing di panci yg bertekanan tinggi sekitar 15 menit Angkat daging kambing dari panci bertekanan tinggi dan tuang ke dalam panci biasa  masukkan susu cair full cream  tambahkan sisa air  masukkan daun jeruk  salam sereh  daun kunyit aduk sampai mendidih jk perlu tambahkan garam  jangan terlalu lama dimasak krn daging sdh empuk ketika dimasak di panci bertekanan tinggi Sajikan gulai kambing dengan nasi hangat  selamat mencoba ,21,/id/resep/3818545-gulai-kambing-kuah-susu
Rabeg kambing khas banten,1 kg daging kambing campur dengan jeroan dan tulang 25 bawang merah 20 bawang putih 20 kemiri 1 sdt jinten 3 butir kapulaga 5 btr cengkeh 1 sdt kelabet 1 ruas  kayu manis 1 4 kg cabe merah 2 ruas kunyit 2 lembar salam 1 batang sereh secukupnya Kecap  garam dan gula ,Haluskan semua bumbu lalu tumis hingga harum Masukan daging kambing dan jeroan masak sambil diberi kecap Masak sampai matang   sajikan dengan acar dan bawang merah ,21,/id/resep/288963-rabeg-kambing-khas-banten
Tengkleng Kambing Khas Solo Tanpa Santan,1 kg tulang ayam yang masih ada dagingnya menempel blansir sebentar saya pakai 500 gram daging + tulang kambing rebus sampai empuk 15 buah cabe rawit cengek (saya skip) 2 lembar daun salam 2 lembar daun jeruk 3 cm lengkuas geprek 3 cm jahe geprek 2 batang sereh geprek 1 5 liter air Bumbu yang di haluskan : 8 siung bawang merah 6 siung bawang putih 1 sdt ketumbar 1 sdt jinten 1 ruas kunyit 4 buah kemiri 5 buah cabe merah keriting (saya skip) 5 buah cabe rawit cengek (saya skip) ,Tumis bumbu halus sampai wangi. Masukkan bumbu dapur lainnya. Masukkan tulang ayam / tulang iga kambing beri air. Masak sampai empuk dan matang. Tambahkan cabe rawit gula dan garam.Tes rasa.Matikan api. ,20,/id/resep/3703040-tengkleng-kambing-khas-solo-tanpa-santan
Kambing Bumbu Lapis,"1 kg Daging kambing Bumbu : 8 bawang merah 3 bawang putih 2 cabe merah besar 2 cabe rawit (optional bisa dtmbah jika ingin pedas) 4 butir kemiri 1 sdm ketumbar 2 lembar daun salam 2 lembar daun jeruk 2 cm  Seiris engkuas geprek (dikira-kira aja yaðŸ˜‰) 2 cm Seiris jahe geprek 2 bungkus Santan instan (saya paake rosebrand kara jg bisa) 10 sdm Kecap 1 sdt merica bubuk 5 sdm gula merah (gula merah di iris""  sebnyak 5 sdm) 3 gelas secukupnya Air secukupnya Garam ","Karena daging yg saya punya abis keluar dari frezee dan agak beku  jadi saya rebus sebentar skitar 5 menit. Lalu tiriskan. Dan iris"".(Tahap ini bisa diskip  ga usah direbus jg gpp"" di iris"".langsung ke step 2) Blender bawang merah  bawang putih  cabe kemiri ketumbar dengan sedikir air biar mudah saat diblender. Tumis bumbu yg sudah diblender dengan sedikit minyak goreng. Masukkan daun salam  daun jeruk  lengkuas  jahe. Tumis hingga harum. Lalu masukkan irisan gula merah dan garam  merica bubuk aduk aduk sampai gula larut. Masukkan daging kambing  santan air 3 gelas(secukupnya)  kecap manis  Aduk aduk.tes rasa biarkan mendidih sampai daging empuk dan bumhu meresap. Masak dengan api sedang sampai air surut. Saat ngetik resep ini  masakan saya masih dalam proses biar meresap. Karna buru-buru pengen ikutan event #KitaBerbagi biar targetnya full bisa 1000 tusukðŸ˜‚karna ini hari terakhir dan udah malem jg masaknya. Jadi maklum ya..fotonya seadanya. Tapi dijamin ini endessss banget..suka banget sama jenis masakan iniðŸ˜‹ðŸ˜‹ðŸ‘ðŸ‘ðŸ‘ðŸ‘Œ lazizzzz.. selamat mencobaa. Taraa...ini foto yg sudah meresap.. Masih ada kuahnya. Tapi sudah meresap jadi agak kental. ",20,/id/resep/3298504-kambing-bumbu-lapis-kitaberbagi
Dendeng balado/ batokok (daging kambing) Khas Sumatera Barat,500 gr daging kambing 1 buah kentang  potong-potong 1 sdt asam jawa (asam jawa+1sdm air) 1 sdm gula jawa  potong kecil-kecil 1 liter air secukupnya garam bumbu daging : 1 ruas jahe 2 siung bawang putih 1 sdt ketumbar bahan sambal 20 buah cabe merah 5 siung bawang merah 1 siung bawang putih 1 buah tomat ,Haluskan bumbu daging  tumis hingga wangi tambahkan air 1 liter lalu masukkan daging  ungkap +- 45 menit sampai air menyusut dan tinggal sedikit. Campur semua bahan sambal  lalu giling dengan cara di pecah-pecah saja jangan digiling halus. Goreng kentang yg telah dipotong-potong. Angkat daging yg telah diungkap  potong-potong sesuai selera lalu tumbuk hingga dagin pipih. Lalu goreng sebentar  jika suka dagingnya agak garing bisa digoreng agak lama. Tumis bahan sambal  tambahkan gula jawa  air asam jawa dan garam  tumis hingga cabe matang  masukkan kentang dan daging yang telah digoreng  aduk sebentar  angkat dan hidangkan dengan nasi. ,19,/id/resep/999388-dendeng-balado-daging-kambing
Rawon Kambing,1 4 kg daging kambing 1 4 kg balungan yg masih nempel daging lemaknya 4 biji kluwek Bumbu halus: 5 ciung bawang putih 6 ciung bawang merah 2 cm kunyit bakar segar 2 butir kemiri Garam Masako Gula putih Bahan tambahan: 4 lembar daun jeruk 1 lembar daun salam 1 batang daun bawang Secukupnya seledri Secukupnya tauge kecil Bawang goreng Merica bubuk ,Potong daging kambing lalu bersihkan Rebus daging kambing beserta tulangnya.airnya agak banyak aja ya sekalian buat kaldu Rendam kluwek dalam air sampai.tunggu beberapa menit lalu geprek pakai ulekan dan ambil dagingnya.trs ulek sampai halus Rebus kluwek yg halus tadi pakai 2gelas air sampai mendidih. Tumis bumbu halus sampai wangi lalu masukkan kedalam rebusan daging kambingnya Setelah daging mendidih masukkan air kluwek sambil disaring ya Masukkan daun jeruk.salam.seledri merica bubuk.daun bawang.gula.garam.tunggu sampai matang lalu test rasa Hidangkan dengan tauge dan sambal mentah/sambal korek ,17,/id/resep/3578684-rawon-kambing
Dendeng Ragi Kambing,"500-750 gr daging kambing (sayat"" tipiss) 2 butir kelapa ukuran sedang  1 butir buesar (paruttt) >> Bumbu halus 7 siung bawang putih besar 7 siung bawang merah besar 5 butir kemiri 1 ruas jempol jahe 2 ruas telunjuk kunyit 2 ruas telunjuk kencur 1 jempol utuh lengkuas 1 sdm munjung ketumbar 1 2 batik gula merah + kurleb 1 2 sdm garam + 1 saccet masako sapi (blh skip) blh pake vetsin kalau suka >> Bahan tambahan 1 butir telur 4-5 sdm munjung kanji ","NOTE : 1). kalau ingin dagingx empuk sayat mengikuti serat  dan blh di rendam parutan nanas menit 15 menitan... (2). pilih kelapa yg tidak telalu tuaa (sedang) kalau ketuaan nnti gempral ihihihi jadi serundeng..... 3). kalo bs daging kambing jangan di cuci biar g arus / amis dan alott.. (4). kalo suka legit tambah 1/2 sdm gula pasir  saya td tmbh segitu jadi pass bgt Haluskan semua bumbuu halus (saya uleg  cz ibu menentang keras memblender bumbu katax g gurih  aihh mahh nurutt dahh dr pd kualat mlh g mateng ihihihihi) Ambil daging  masukan bumbu kira""1/4 atau secukupnya aduk"" rata diamkan bentar biar agak mresap  tambahkan telur aduk rata sisihkan.. Sisa bumbu campur dengan kelapa aduk""tambahkan kanji aduk"" rata test rasa (asin manisx)     Masukan campuran daging tadi ke dalam campuran kelapa   aduk""hingga rata agak remas"" ya    Ambil 1 lembar daging yg udah di campur tadi   sambil tempel""kan kelapax agak di tekan"" lakukan hingga habis   (kalau suka garing tipis"" aja nempelin kelapanya) Panaskan minyk goreng secukupnya masukan dendengnya  masak dengan minyak panas tapi api kecil biar dagingx matng dan luarnya g langsung item    tiriskan siap (fto minyakx kliatan gelap efek flash ihihihi gelap di d dapur mati lampu) Abang suka bgt  saya jg paling cocok sama dendeng ibu  rasax g manis aja jadi g ngeri di makan  manis  gurihh passs bgtt dan ini jelas cocok bgt buat dendeng sapi aslix memang punya sapi ihihihi 1 piring 2 versi ihihihi.. Yg utuh itu hasil gorengan saya  yg pisah""itu ibu yg goreng gr"" saya tinggal nemuin tamu wkwkwk klo blh jujur saya suka yg protol kriwil"" asik ihihihi Yumiiiiii g bau kambing sama sekali bs nambah""naci teluss (mohon tdk mengomentari fto ihihi kena saya paling g bs platting n fto"") Kambing tdk akan mau selama pengolahanx benar  tidak di cuci  jenis kambingx pilihan krna ada jenis kambing yg bau bgt ihihi  kandang dan perawatan kambing jg hrs bersih  dan penyembelihanx benar di jamin no baik mbekkkkk Kata ibuuu pengguna'an telurx tjuanx biar daging dendengx g menggulung (bs ttp kenceng""tipis dan lebar) dan jg katax biar adonan kelapa bisa nempel   ntahx mana yg bnr ibu kalo di tanya suka g konsisten jawabnya berubah"" sambil bengong nntn film india  ihihihihi ",18,/id/resep/1161649-dendeng-ragi-kambing-resep-ibu-favorit
Tongseng kambing tanpa santan,500 gram daging kambing 1 sdt merica 1 sdm kemiri 5 siung bawang merah 5 siung bawang putih secukupnya garam 4 sdm kecap manis 1 sdt ketumbar 1 bh sereh geprek 5 bh cabe merah 10 bh cabe rawit 2 cm kunyit secukupnya jahe geprek 2 bh tomat iris jadi 6 200 gram kubis iris tipis minyak untuk menumis 1 2 sdt penyedap rasa secukupnya air 1 sdm bawang goreng untuk taburan ,Cuci bersih daging kambing lalu iris tipis tipis Haluskan bumbu : cabe merah  bawang merah  bawang putih  kemiri  ketumbar  kunyit  garam  merica Panaskan minyak lalu tumis bumbu yg sdh dihaluskan masak sampai harum masukan sereh dan jahe yg sdh digeprek Setelah harum masukan daging kambing kasih air secukupnya masak daging sampai empuk Setelah daging empuk tambahkan air kecap manis penyedap rasa biarkan sampai mendidih koreksi rasa Masukan tomat cabe rawit kubis biarkan agak layu lalu angkat Taburi bawang goreng tongseng kambing siap dinikmati ,18,/id/resep/954879-tongseng-kambing-tanpa-santan
Kurma Aceh (Korma Kambing),1 kg daging kambing Daun jeruk  sereh Cengkeh  kapulaga Kayu manis Daun karapelle (boleh skip) Santan Bumbu halus : 1 ons cabe merah Bawang putih Bawang merah Kemiri goreng Cabe rawit bagi yg suka pedas Rempah sangrai haluskan dan ayak : Ketumbar bulat Lada Jintan Pala Bakar di atas bara : Kunyit Jahe Lengkuas ,Potong2 daging kambing sisih kan  boleh di ganti dg daging sapi atw daging ayam menurut selera masing2 Sangrai rempah2 bumbu lalu haluskan dg cara di blender atw di tumbuk lalu di ayak sisihkan. Lalu bakar kunyit  jahe  lengkuas klo ga panas potong2 kecil blender dg bumbu2 lainnya sprt cabe merah dkk Lalu tumis bumbu cabe merah smp wangi  lalu masukkan rempah yg sdh di ayak aduk2 Masukkan daging aduk2 n tutup sebentar smp kluar air dr daging n aduk2 kembali smp air asat baru tambahkan air sesuaikan dg kematangan daging n muali empuk masukkan santan lalu tambahkan kaldu bubuk tes rasa bila sdh mantap matikan api Bila suka masakan nya bisa di tambahkan dg daun karapelle atw daun koja Hidangkan gulai kambing aceh dg Roti jala n taburin bawang goreng di atasnya. Sajikan n cukup mengenyangkan dg 4 - 5 lembar roti jala ,17,/id/resep/2307789-gulai-kambing-aceh
