Title,Ingredients,Steps,Loves,URL,Parser Ingredient
Udang Kemiri,300 gram udang. Kupas dan ambil kepalanya --  ( kulit dan kepala udang cuci bersih untuk bikin kaldu )  -- 2 batang daun bawang. Iris kasar -- 4 batang seledri. Iris kasar -- 1 buah tomat. Buang biji. Potong2 -- 1.5 sdm air jeruk nipis -- 250 ml santan dari 1 / 2 butir kelapa -- Secukupnya garam. Gula dan penyedap -- Bahan kaldu udang -- Kulit dan kepala udang -- 1 siung bawang putih besar. Geprek -- 1 / 2 ruas jahe. Geprek -- 1 liter air -- Rempah tambahan  -- 5 lembar daun jeruk -- 2 cm kayu manis -- 2 lembar daun salam -- 3 biji Kapulaga -- 2 ruas lengkuas. Geprek -- 1 batang sere -- Bumbu halus  -- 8 biji cabai rawit merah dan 8 biji cabai rawit hijau -- 4 siung bawang merah -- 5 siung bawang putih -- 1 / 2 butir pala -- 1 ruas kunyit -- 1 ruas jahe -- 1 sdt ketumbar -- 1 / 4 sdt jintan -- 1 sdt merica butiran -- 2 butir Kemiri -- Pelengkap  -- Soun  ( bilas air dingin sebentar )  -- Toge -- Bawang goreng -- Emping goreng  ( sy skip )  --,Membuat kaldu udang rebus kulit dan kepala udang dengan 1 liter air. Bawang putih dan jahe. Rebus dengan api kecil hingga kira2 air tinggal 700 ml. Angkat. Dinginkan. Kemudian blender kulit dan kepala udang dengan sebagian air. Saring -- Tumis bumbu halus dan Rempah tambahan sampai harum -- Didihkan air kaldu. Kemudian masukkan bumbu yg dah ditumis dan santan. Masak sampai mendidih  ( Aduk2 ya... Biar santan tdk pecah )  -- Setelah mendidih masukkan udang. Daun bawang. Tomat. Garam. Gula. Penyedap dan air jeruk nipis. Tes rasa -- Sesaat sebelum diangkat masukkan soun. Toge dan seledri. Aduk rata. Angkat -- Sajikan dengan taburan bawang goreng --,10.0,/ id / resep / 4029972-soto-udang,udang kulit kepala udang kaldu bawang seledri tomat air jeruk nipis santan kelapa garam gula penyedap kaldu udang kulit kepala udang bawang putih jahe air rempah jeruk kayu manis salam kapulaga lengkuas sere cabai rawit merah cabai rawit hijau bawang merah bawang putih pala kunyit jahe ketumbar jintan merica kemiri soun air toge bawang emping
Udang Goreng Tepung Krispi,2 buah jagung -- 1 ons udang besar bersihkan dan buang kulitnya -- 2 lembar daun jeruk -- 2 siung bawang merah -- 4 siung bawang putih -- secukupnya penyedap masako sapi -- secukupnya tepung terigu -- daun pre secukupnya  / boleh di skip --,"Bersihkan jagung. Sisir. Blender -- Blender bawang merah , bawang putih dan daun jeruk -- Bersihkan udang. Buang kulit dan kepalanya. -- Campur bumbu ,  jagung dan udang ,  daun pre. Tambahkan tepung dan penyedap dan air secukupnya. -- Cek rasa. Goreng dengan minyak panas -- Siap dinikmati -- ",5.0,/ id / resep / 4063811-bakwan-jagung-udang-spesial,jagung udang jeruk bawang merah bawang putih penyedap masako sapi tepung terigu pre
Serundeng jagung udang Banyuwangi,1 / 2 kg udang -- 5 siung bawang merah -- 2 siung bawang putih -- 5 bh cabai keriting -- 10 bh cabai rawit -- 1 sdm tempoyak --,"Bersihkan udang buang kepala -- Haluskan bawang merah , bawang putih ,  cabai -- Tumis bumbu sampai harum masukan tempoyak kemudian masukan udang beri garam dan gula. -- Masak hingga udang benar2 matang. Siap dihidanglan. -- ",5.0,/ id / resep / 4064336-sambal-tempoyak-udang,udang bawang merah bawang putih cabai keriting cabai rawit tempoyak
Soup Oyong Bola Udang,500 gr udang -- Bumbu -- 4 siung Bawang putih -- 2 siung bawang merah -- 3 buah cabai rawit -- 1 buah tomat -- 1 bks Saori saos tiram -- 3 sdm saos sambal -- Penyedap -- Gula -- Garam -- Merica bubuk -- Saos raja rasa -- Minyak wijen -- Margarin --,"Kupas kulit udang ,  cuci bersih -- Rajang semua bumbu -- Masukkan margarine secukupnya dlm wajan ,  tumis bawang merah ,  bawang putih ,  cabai ,  tomat -- Masukkan minyak wijen ,  saos raja rasa secukupnya ,  tambahkan gula garam penyedap merica bubuk ,  tambahkan saos tiram ,  saos sambal -- Masukkan udang -- Tambahkan sedikit air -- Masak hingga matang dan air menyusut -- Test rasa -- Udang saos tiram siap dinikmati -- ",5.0,/ id / resep / 4063869-udang-saos-tiram,udang bawang putih bawang merah cabai rawit tomat saori saos tiram saos sambal penyedap gula garam merica saos raja minyak wijen margarin
Udang Saos Nenas Asam Manis,"250 g udang kupas  ( rebus dulu sebelum dimasak )  -- 1 ikat kacang panjang  ( saya pakai setengahnya )  -- 4 siung bawang putih ,  cincang halus  ( 3siung buat tumis udang nya nanti ,  1 siung untuk tumis sayurnya )  -- 2 sdm madu -- 1 buah lemon -- 1 buah tomat ,  potong2 -- Garam -- Lada -- Olive oil / minyak untuk menumis -- ","Tumis bawang putih sampai harum lalu masukkan udang dimasak sampai udang berubah warna. Masukkan madu dan perasan lemon ,  beri garam dan lada lalu cek rasa. Matikan api. -- Diwajan kedua ,  tumis kacang panjang dengan cincangan 1siung bawang putih ,  masukkan potongan tomat ,  lalu masukkan udang yang telah dimasak tadi. Aduk-aduk sampai matang dan merata. -- ",6.0,/ id / resep / 4062467-udang-kacang-panjang-calorias-por-porcion,g udang ikat kacang bawang putih udang madu lemon tomat garam lada olive oil minyak
Gammi Udang,"Bahan Udang Goreng -- 0 , 25 kg udang  ( aku belah punggungnya dan kasih jeruk nipis )  -- 2 sendok tepung beras  ( cairkan dengan sedikit air untuk celupan udang )  -- Secukupnya tepung sajiku -- Bahan Saos -- 1 sachet mentega  ( aku pake blue band yang 2000an )  -- 1 butir telur asin  ( ambil kuningnya )  -- 4 siung bawang putih  ( cacah kecil” )  -- 1 sendok air -- ","Bersihkan udang ,  celupkan ke dalam cairan tepung lalu gulung” di tepung sajiku lalu siap digoreng -- Panaskan teflon ,  masukkan seluruh blue band tunggu meleleh lalu masukan bawang putih dan kuning telur asinnya masak hingga bau nya harum lalu masukkan 1 sendok ajr tunggu matang lalu siap di guang keatas udang yang sudah digoreng -- ",10.0,/ id / resep / 4062054-udang-tepung-saos-mentega-bawang-telur-asin,udang udang jeruk nipis tepung beras air udang tepung sajiku saos sachet mentega blue band telur bawang putih air
Rolade udang spesial,1 / 4 udang -- 2 iket kemangi -- 7 buah baso sapi -- 1 buah tomat -- 4 cabai rawit  ( sesuai selera )  -- 5 cabai merah keriting  ( sesuai selera )  -- 1 ruas jahe -- 1 ruas kunyit -- 2 bawang putih -- 4 bawang merah -- garam  ( secukupnya )  -- 1 / 2 sdt gula -- 3 lembar daun jeruk -- 1 buah sereh -- air -- minyak sayur --,"Cuci dan bersihkan udang sampai bersih menggunakan air -- Petik menjadi beberapa bagian kemangi kemudian cuci dengan air -- Iris-iris baso sesuai selera -- Untuk bumbu : masukan garam ,  cabai ,  tomat ,  bawang merah ,  bawang putih ,  jahe ,  kunyit kemudian ulek sampai halus dan geprek sereh -- Siapkan minyak sayur untuk menumis ,  lalu tumis bumbu yg sudah di ulek tadi sampai harum kemudian tambahkan daun jeruk dan sereh ,  tambahkan garam ,  gula dan sedikit air -- Masukan udang tunggu beberapa menit kemudian masukan baso dan terakhir masukan kemangi ,  aduk kembali sampai rata -- Tes rasa dan Udang Rica-Rica Kemangi siap untuk di sajikan dengan nasi hangat. -- ",3.0,/ id / resep / 4057054-udang-rica-rica-kemangi,udang iket kemangi baso sapi tomat cabai rawit cabai merah keriting jahe kunyit bawang putih bawang merah garam gula jeruk sereh air minyak sayur
Soto udang medan,1 / 2 kg Udang -- 6 siung Bawang Merah -- 4 siung Bawang Putih -- 20 biji cabai Rawit -- 1 buah Tomat Merah -- 1 sdm Saos Tiram -- 1 sdm Saus cabai -- secukupnya Gula -- secukupnya Garam -- Penyedap Rasa -- 1 / 2 gelas air -- Minyak untuk Menumis --,"Kupas udang ,  buang kepala dan kulitnya -- Iris cabai rawit ,  bawang merah ,  bawang putih ,  dan tomat -- Panaskan wajan ,  tuang sedikit minyak ,  masukkan irisan bumbu ,  tumis sampai harum -- Masukkan udang kupas ,  tumis sampai berubah warna ,  masukkan air ,  saos tiram ,  saus cabai ,  gula ,  garam dan penyedap -- Tunggu sampai kuah agak mengental dan menyusut. Koreksi rasa ,  hidangkan -- ",11.0,/ id / resep / 4042271-tumis-udang-pedas,udang bawang merah bawang putih cabai rawit tomat merah saos tiram saus cabai gula garam penyedap air minyak
Udang Petai Kuah Bumbu Bali Asam-Manis,"Bahan A: -- 250 gr udang ukuran sedang  ( bersihkan ,  potong sedikit bagian punggung )  -- 1 / 2 buah lemon  ( peras ,  ambil airnya )  -- 1 / 2 sdt garam -- 1 / 4 sdt merica -- Bahan B: -- 2 siung bawang merah  ( iris tipis )  -- 5 siung bawang putih  ( cacah halus )  -- 3 buah cabai rawit  ( atau sesuai selera )  -- 3 lembar daun jeruk  ( buang bagian tengah ,  lalu iris tipis )  -- 1 sdm olive oil  ( bisa diganti minyak goreng biasa )  -- Bahan C: -- 1 sdm kecap manis -- 1 sdm saos sambal -- 1 sdt gula pasir -- 3 sdm air putih -- Taburan: Bawang putih goreng  ( opsional )  -- ",Campur semua bahan A dalam wadah. Diamkan sebentar minimal 5 menit. -- Panaskan olive oil di wajan. Masukkan semua bahan B. Aduk hingga harum dan layu. -- Masukkan semua bahan A  ( termasuk sisa air lemon ) . Aduk rata hingga udang berubah warna dan sedikit mekar. -- Masukkan semua bahan C. Aduk rata. Cicipi. Tambahkan garam dan gula jika perlu. Matikan api. Sajikan. --,0.0,/ id / resep / 4024894-udang-saos-lemon,a udang lemon garam merica b bawang merah bawang putih cabai rawit jeruk tengah olive oil minyak c kecap manis saos sambal gula pasir air putih bawang putih
Paprika udang,500 gr udang -- 7 siung bawang merah -- 3 siung bawang putih -- 3 ons cabai rawit -- 1 cm kunyit -- 1 batang sereh -- 5 lembar daun jeruk -- 1 lembar daun salam -- penyedap masakan -- 1 / 2 sdt gula pasir -- santan kara -- 4-5 gelas air --,Cuci udang sampai bersih. goreng bawang dan cabai hingga sedikit ada gosongnya lalu haluskan dan tambahkan kunyit.. -- Larutkan 1 bungkus santan kara dg 4 gelas air. -- Tumis bumbu halus dan masukan sereh geprek beserta daun salam dan jeruk -- Setelah bumbu harum masukkan udang masak hingga kemerah2an. kemudian tuang santan -- Masukan penyedap rasa dan tambahkan gula -- Tunggu hingga mendidih.lalu angkat dan sajikan  --,3.0,/ id / resep / 4023999-udang-masak-pedas,udang bawang merah bawang putih cabai rawit kunyit sereh jeruk salam penyedap gula pasir santan kara air
Balado udang + telur puyuh,1 ons Udang yg sudah dikupas -- ukuran sedang Tempe -- Bahan tambahan: -- 2 butir bawang merah iris tipis -- 2 butir bawang putih iris tipis -- 2 cabai merah iris tipis -- 2 helai daun bawang iris menyerong -- 1 masako ayam --,"Potong tempe ukuran dadu , goreng dimiyak yg panas biarkan sampe kekuningan terus masukan udang masukan lg bawang merah dan putih aduk2 sampe tercium bau wangi lalu masukan masako aduk 2 lalu angkat. -- ",6.0,/ id / resep / 4005818-ongseng-tempe-udang-simpel,udang tempe bawang merah bawang putih cabai merah bawang masako ayam
Seblak Udang  ( tanpa MSG ),1 / 2 kg udang  ( ada 6 ekor ukuran lumayan besar )  -- Bumbu halus : -- 1 ruas kunyit -- 1 / 2 sdt ketumbar -- 2 siung bawang putih -- secukupnya Garam -- Minyak goreng  ( saya pakai banyak sampe udang terendam )  --,Lumuri udang yang sudah dibersihkan dengan bumbu halus dan biarkan 30mnt agar bumbu meresap -- Panaskan wajan sampai panas  ( keluar asap )  lalu masukan minyak -- Setelah minyak benar2 panas masukan udang dan goreng kira2 sampai 10mnt  ( agar udang garing hingga daging udang tidak lengket dibagian kulit )  -- Paling pas dinikmati bersama sambel kecap --,3.0,/ id / resep / 3997115-udang-galah-goreng-kunyit-simple,udang ekor kunyit ketumbar bawang putih garam minyak udang
Cireng Udang,Bawang merah bawang putih -- Udang laut -- 8 cabai merah -- secukupnya cabai kecil -- Daun bawang -- 2 Pete padi -- 2 cabai hijau -- Tomat -- Garam -- Gula -- Sasa -- secukupnya Royiko --,"Bersikan udang dari kepala y kupas pete dan siap kan irisan daun bawang -- Siap kan bumbu yang sudah di tumbuk atau giling -- Tumis semua bumbu , masukan pete dan irisan daun bawang Hingga wangi -- Lalu masukan udang yang sudah di bersikan ke dalam bumbu yang sudah di tumis -- Silahkan mencoba -- ",7.0,/ id / resep / 3977878-sambel-udang-pete,bawang merah bawang putih udang laut cabai merah cabai bawang pete padi cabai hijau tomat garam gula sasa royiko
Tauco Udang,1 / 2 kg Udang -- 1 Bawang bombay -- 3 siung Bawang putih -- 2 siung Bawang merah -- 1 buah Tomat -- 1 Sayur Brokoli -- secukupnya Gula -- secukupnya Penyedap -- 1 saset Bumbu Barbeque --,"Goreng Udang terlebih dahulu ,  dan godok brokoli terlebih dahulu -- Sebagai awal pemasakan ,  Oseng Bawang merah ,  bawang putih ,  dan bawang bombay yang sudah di potong-potong. Tunggu sampai baunya harum -- Kemudian masukkan Udang ,  brokoli ,  pentol ,  dan tomat -- Masukkan 1 saset saus barbeque. Kasih air secukupnya dan aduk sampai merata -- Cicipi rasa ,  jika kurang pas tambahkan gula secukupnya. Tunggu sampai bumbu mengetal -- Sajikan sesuai selera -- ",2.0,/ id / resep / 3949605-udang-barbeque-with-sayur-brokoli-and-pentol,udang bawang bombay bawang putih bawang merah tomat sayur brokoli gula penyedap saset barbeque
Ca Kol Wortel Udang,"250 gr udang -- 1 buah jeruk nipis -- 1 buah telur ayam ,  kocok lepas -- 4 sdm saos tomat -- 4 sdm saos sambal -- 2 sdm saos tiram -- 2 jagung manis ,  potong menjadi 8 -- secukupnya Garam gula -- 1 / 2 buah bawang bombay ,  iris -- 2 lbr daun salam -- 3 lbr daun jeruk -- 500 ml Air -- 4 buah tahu besar  ( 1 tahu potong jadi 3 bagian )  -- Bumbu Halus : -- 8 siung bawang merah -- 6 siung bawang putih -- 1 cm jahe -- 2 cm kunyit -- 4 butir kemiri goreng -- 6 buah cabai keriting -- 6 buah cabai rawit -- ","Bersihkan udang  ( saya buang kepalanya dan belah punggungnya )  ,  cuci bersih ,  beri perasan air jeruk nipis ,  diamkan sebentar lalu cuci kembali. -- Goreng tahu  ( jgn terlalu kering )  ,  sisihkan.
Rebus jagung ,  sisihkan. -- Tumis bawang bombay ,  masukkan daun salam dan daun jeruk. Setelah layu masukkan bumbu halus ,  tumis sampai harum. Lalu masukkan udang ,  masak hingga udang berubah warna. -- Setelah itu masukkan air ,  saos sambal ,  saos tomat ,  saos tiram ,  garam dan gula. Masak hingga mendidih. -- Setelah mendidih masukkan tahu dan jagung. Masak hingga air menyusut sedikit lalu masukkan telur sambil terus diaduk2. -- Koreksi rasa ,  jika sudah pas angkat dan sajikan.
Selamat mencoba -- ",61.0,/ id / resep / 3944145-udang-tahu-saus-padang,udang jeruk nipis telur ayam saos tomat saos sambal saos tiram jagung manis garam gula bawang bombay salam jeruk air tahu tahu bawang merah bawang putih jahe kunyit kemiri cabai keriting cabai rawit
Ote-ote udang teri crispy,1 / 4 udang ukuran besar -- Secukupnya Minyak goreng -- Secukupnya gula garam -- 1 / 2 sdm kecap manis  ( optional )  -- Merica bubuk -- Penyedap rasa -- Bumbu halus : -- 3 siung bawang putih -- 7 siung bawang merah -- 4 biji cabai merah -- 4 biji cabai rawit -- 1 buah tomat ukuran sedang --,"Cuci bersih udang dan tiriskan ,  lalu tumis udang tanpa minyak sampai airnya habis. Setelah itu beri minyak sedikit saja lalu masak smpe udangnya terlihat sedikit kering dan pindahkan ke tempat lain -- Tumis bumbu halus sampai harum ,  tambahkan air ,  gula ,  garam ,  merica ,  penyedap rasa ,  dan kecap manis. Masak hingga bumbu mendidih -- Lalu masukkan udang yg telah digoreng ,  koreksi rasa dan masak sampai bumbu benar2 meresap. Siap dihidangkan -- Nb : kesesuaian rasa tergantung lidah masing2 ya bunda. Kalo aku sih sukanya manis tp disini bukan manis kecap melainkan manisnya gula. Kecap itu cuma sebagai penambah gurih aja soalnya aku pake kecap bango  ( favorite banget )  -- ",10.0,/ id / resep / 3924091-udang-masak-merah-simple,udang minyak gula garam kecap manis merica penyedap bawang putih bawang merah cabai merah cabai rawit tomat
Jipang tumis udang,2 biji nanas yg setengah matang -- 1 / 4 udang yg sedang besar -- 2 papan pete -- 4 buah tempe potong kotak -- Bumbu eleg -- 4 biji cabai kering merah -- 3 biji cabai kriting -- 8 biji bawang merah -- 4 biji bawang putih -- 3 biji kemiri -- 1 ruas jahe -- Laos geprek -- Daun jeruk dkt -- 500 ml Santan kental --,"Uleg semua bumbu uleg kecuali daun jeruk nd santan -- Tumis bumbubuleg , masukn udang dn petaix -- Masukn tempe..dn nanasx.tunggu kuahx surut bntr bru masukn santan kentalx , krn nanasx mengandung air ,  -- Jgn lupa daun jerukx , cicipi rasa -- Matang siap d sajijn -- ",4.0,/ id / resep / 3923571-tumis-nanas-udang-pete-pedas,nanas udang pete tempe eleg cabai kering merah cabai kriting bawang merah bawang putih kemiri jahe laos jeruk santan kental
Nasi Bakar Udang Kemangi,1 buah brokoli hijau -- Udang -- Bawang putih -- Bawang bombay -- cabai merah -- Garam -- Lada -- Gula --,"Bersihkan udang. Buang kepala & ekornya. -- Potong brokoli. Iris bawang bombay ,  cabai besar. Geprek bawang putih -- Panaskan wajan ,  beri sedikit minyak. Tumis bawang bombay ,  bawang putih ,  cabai merah. Setelah harum beri sedikit air -- Masukan brokoli. Tambahkan gula ,  garam ,  lada. Koreksi rasa. -- Tumis brokoli udang siap disajikan -- ",28.0,/ id / resep / 3939697-tumis-brokoli-udang,brokoli hijau udang bawang putih bawang bombay cabai merah garam lada gula
Daun Singkong Pepes Udang Tahu,1 / 4 kg Udang -- Petai 1 keris -- Minyak secukupnya untuk menumis -- sesuai selera Gula garam -- Bumbu halus  ( diblender )  -- 7 buah cabai keriting -- 3 siung Bawang putih -- 4 siung Bawang merah -- 2 buah tomat -- 1 / 2 blok Terasi goreng ABC -- secukupnya Air --,"Cuci semua bahan dan bumbu. -- Blender bumbu dengan setengah gelas air. -- Panaskan minyak dalam wajan. -- Goreng udang yang sudah dibersihkan. -- Masukkan petai. Masak sampe setengah matang. -- Masukkan bumbu yang sudah dihaluskan dengan blender. -- Beri gula garam dan saos tiram. -- Koreksi rasa ,  hidangkan dengan nasi panas. -- ",7.0,/ id / resep / 4468455-udang-sambal-petai-sangat-sederhana,udang petai keris minyak gula garam cabai keriting bawang putih bawang merah tomat terasi abc air
Tumis udang kikil,1 / 2 kg udang agak besar  ( buang kulit sisakan ekornya )  -- 3 siung bawang putih cincang halus -- 3 siung bawang merah iris halus -- 3 telur asin mateng yg merahnya aja -- 1 telur ayam biasa kocok -- 1 helai bawang daun -- secukupnya Jamur totole -- secukupnya Garam -- Merica -- Minyak goreng -- Bahan tepung : -- 1 sachet tepung golden cryspy sasa  ( dibuat basah dan kering )  -- 1 sachet tepung sajiku  ( nanti dicampur dengan tepung sasa )  -- 1 / 4 tepung oatmeal utk lapisan kering --,"Buat adonan basah dari campuran tepung sasa dan sajiku -- Sisakan tepung sasa dan sajiku dicampur jadi satu -- Masukkan udang yg sdh dikerat badannya dibuang kotorannya trua celup ke adonan tepung basah trus ke adonan tepung kering campuran sasa sajiku terus masukkan ke tepung oatmeal trus goreng trus setelah warnanya kekuningan dan matang.. angkat trus tiriskan -- Panaskan minyak utk menggoreng bawang putih dan bawang merah trus masukan telur kuning yg dilembutkan dan kocokan telur..masukkan udang yg sudah digoreng trus aduk rata trus kasih bumbu totole garam merica ,  aduk rata trus sebelum diangkat masukan irisan bawang daun. -- Sajikan -- ",3.0,/ id / resep / 4460692-udang-tepung-oatmeal-telur-asin,udang kulit bawang putih bawang merah telur telur ayam bawang jamur totole garam merica minyak tepung sachet tepung golden cryspy sasa kering sachet tepung sajiku tepung sasa tepung oatmeal lapisan kering
Bubur udang asparagus saos madu,"25 lembar kulit pangsit -- 250 gr ayam giling  -- 250 gr udang kupas ,  cincang -- 1 buah bengkoang / labu siam ,  potong dadu  -- 1 buah wortel ukuran besar ,  potong dadu -- 100 gr tepung tapioka / sagu tani  -- 1 butir telur -- 1 batang daun bawang -- 3 siung bawang merah ,  haluskan -- 5 siung bawang putih ,  haluskan -- secukupnya Gula ,  garam & lada bubuk -- 1 sdm kecap asin -- 2 sdm minyak wijen -- 1 buah wortel ,  parut untuk topping-- ","Campur daging ayam ,  udang ,  labu siam ,  wortel ,  daun bawang ,  bawang merah & bawang putih -- Masukkan tepung tapioka ,  aduk rata -- Tambahkan telur ayam ,  aduk rata -- Masukkan sisa bumbu : lada ,  garam ,  gula ,  kecap asin & minyak wijen ,  aduk rata. Jika terlalu lembek ,  bisa tambahkan tepung tapioka sedikit -- Ambil selembar kulit pangsit ,  beri 1 sdm penuh adonan siomay -- Tutup sisinya sambil dilekuk2 ,  bisa langsung dimasukkan kukusan yg sudah dioles minyak sayur ,  atau diwadahin pakai cetakan bolu kukus yg sudah dioles minyak -- Beri topping wortel parut -- Kukus selama 30 menit dengan api sedang ,  hingga matang. Siap disajikan dengan saos sambal atau saus kacang favorit -- ",4.0,/ id / resep / 4461427-siomay-ayam-udang,kulit pangsit ayam udang bengkoang labu siam wortel tepung tapioka sagu tani telur bawang bawang merah bawang putih gula garam lada kecap minyak wijen wortel topping
Ikan Kembung Bakar Teflon,"1/2 kg ikan kembung sate, bersihkan -- 1 buah jeruk sate/jeruk kunci -- 1 sdm garam halus -- 2 sdt lada bubuk -- 1 sdm ketumbar bubuk --","Kucuri ikan dengan jeruk, diamkan 5 menit -- Lumuri ikan dg garam, lada dan ketumbar bubuk, simpan d kulkas sekitar 30 menit -- Bakar d atas teflon yg d olesi mentega/ butter tipis dengan api yg kecil -- Balik untuk membakar kedua bagian ikan. -- Sajikan dengan cocolan sambal kecap --",2.0,/id/resep/4474225-ikan-kembung-bakar-teflon,ikan kembung sate jeruk sate jeruk kunci garam lada ketumbar
mujair asam pedas manis,1/2 kg ikan mujair (stok gurame habis) -- 2 buah Wortel potong korek api -- 1 siung bawang bombai -- 7 siung bawang putih -- 13 cabai rawit -- 4 siung bawang merah -- 2 sendok makan Saos tomat -- 2 sendok makan Saos tiram -- Garam -- Merica -- 100 ml air matang -- Jahe -- Jeruk nipis --,"Bersihkan ikan sampai benar-benar bersih. Kerat-kerat dagingnya. Beri garam, merica, potongan jahe perasan jeruk nipis, dan 2 siung bawang uleg. Diamkan 10 menit -- Uleg 5 bawang putih yang tersisa. Potong bawang bombai dan dan bawang merah dan cabai rawit. -- Goreng ikan mujair hingga matang, lalu sisihkan. -- Tumis bawang merah dan bawang bombai hingga wangi, masukkan bawang putih uleg. Tumis hingga wangi. -- Masukkan wortel, tambahkan air. Aduk-aduk. Tunggu hingga wortel hampir matang. -- Masukkan saos tomat dan saos tiram. Beri perasan jeruk nipis. Aduk-aduk Koreksi rasa. Jika sudah pas, masukkan ikan, aduk sebentar saja. -- Siap disajikan. --",1.0,/id/resep/4473689-mujair-asam-pedas-manis,ikan mujair stok gurame wortel korek bawang bombai bawang putih cabai rawit bawang merah saos tomat saos tiram garam merica air jahe jeruk nipis
Gurame Asam manis,"1/2 kg ikan gurame -- 2 buah wortel -- Bumbu -- 5 siung bawang merah -- 4 siung bawang purih -- 1 bh tomat -- cabai besar-- Cage kecil  -- 2 sacet Saos sambel -- Saos tomat  -- Bahan tambahan -- Tepung maizena -- Kunir -- Garam, gula, merica ladaku --","Uleg kunir sama garam kasih air lalu guraminya d rendam, diem in sekitar 10menitan lalu goreng gurame -- Untuk Saos asam manis nya, gongso semua bumbu sampek harum, masukan wortel setelah itu kasih Saos Dan garam gula merica ladaku, rasain setelah pas rasanya baru masukan tepung meizena yg sudah d cairkan dengan air setelah mengental angkat -- Tata gurame d atas piring siram saosnya Dan siap di santaaap... --",5.0,/id/resep/4473428-gurame-asam-manis,ikan gurame wortel bawang merah bawang purih tomat cabai cage sacet saos sambel saos tomat tepung maizena kunir garam gula merica ladaku
Asam padeh ikan tuna,1/2 kg ikan tuna -- 6 siung bawang merah -- 4 siung bawang putih -- 2 ruas kemiri -- 2 batang serai -- 2 ruas kunyit -- 2 ruas laos -- 4 lembar daun jeruk -- 1 lembar daun kunyit -- 2 buah asam Kandis -- 4 buah belimbing hulu -- 6 buah cabai merah (bisa disesuaikan) -- 10 buah cabai rawit (bisa disesuaikan) -- 3 gelas air -- 2 sendok garam -- 1/2 sendok gula --,"Haluskan bumbu (cabai merah, kemiri, bawang, kunyit, Laos) -- Tumis bumbu sampai berubah warna -- Tambahkan air -- Masukkan serai yg sudah di geprek, daun kunyit, daun jeruk, asam Kandis, belimbing hulu, dan cabai rawit utuh (tdk dihaluskan dan tdk dipotong) -- Tunggu sampai mendidih -- Setelah mendidih, masukkan ikan tuna (sudah dicuci bersih dan diberi air perasan jeruk) -- Kemudian beri garam dan gula secukupnya -- Tunggu sampai air sedikit berkurang dan mengental -- Asam padeh ikan tuna siap disajikan --",7.0,/id/resep/4473138-asam-padeh-ikan-tuna,ikan tuna bawang merah bawang putih kemiri serai kunyit laos jeruk kunyit kandis belimbing hulu cabai merah cabai rawit air garam gula
Avocado Tuna Salad,1 kaleng Tuna Chunks -- 2 butir telur rebus -- 3 buah kentang rebus -- 2 buah avocado -- 2 buah bawang merah -- 12 biji zaitun -- 1 buah timun -- daun salada-- Garam & merica --,"Campur semuanya dalam baskom, kecuali biji zaitun, telur rebus. Lalu tambahkan garam & merica -- Tuang dalam piring saji, atur irisan telur & biji zaitun. Siap disajikan. --",0.0,/id/resep/4473223-avocado-tuna-salad,kaleng tuna chunks telur kentang avocado bawang merah zaitun timun salada garam merica
Lele Asam Manis,1/2 kg Lele Segar -- 180 ml air -- 3 sdm kecap manis -- 1 sdm margarine/minyak -- 1/2 sdt saus tiram (optional) -- Bumbu halus : -- 6 siung bawang merah -- 5 siung bawang putih -- 4 cabai merah (bisa lebih sesuai selera) -- 2 buah kemiri -- 1 sdt garam (sesuai selera) -- 1/2 sdt penyedap rasa (sesuai selera) -- 1/2 sdt gula pasir (sesuai selera) --,"Cuci bersihbikan, lalu goreng ikan lele agak matang tapi jangan sampai renyah. Tiriskan -- Sambil menunggu, haluskan semua bumbu di atas. -- Panaskan wajan dengan margarin. -- Masukkan bumbu halus ke dalam wajan sampai harum. Tambahkan kecap, saus tiram dan air -- Setelah berbau harum, barulah ikan lele dimasukkan. -- Tunggu sampai bumbu meresap serta tes rasa. Setelah air tnggal sedikit, angkat dan sajikan.. Semoga membantu.. --",0.0,/id/resep/4473217-lele-asam-manis,lele air kecap manis margarine minyak saus tiram bawang merah bawang putih cabai merah kemiri garam penyedap gula pasir
Pempek kulit ikan tenggiri,500 gr kulit ikan tenggiri halu -- 200 cc air matang -- 1 sdt garam -- 1 sdt Penyedap/ kaldu jamur -- 1/2 sdt merica -- 1/2 sdt gula -- 60 ml santan kental -- 5 siung bawang putih -- 5 siung bawang merah -- 350 gr sagu tani -- 2 sdm terigu -- 100 gr sagu untuk balur --,Aduk ikan tambahkan air sedikit demi sedikit bersamaan dgn garam -- Masukkan terigu bersama santan -- Masukkan sagu -- Balurin tangan dgn sagu bentuk adonan dgn sendok makan -- Letakkan di piring yg ditabur sagu -- Goreng minyak panas sampai mengembang -- Dinginkan -- Potong2 lalu goreng -- Siap menggoyang lidah sajikan dgn cuko --,6.0,/id/resep/4472657-pempek-kulit-ikan-tenggiri,kulit ikan tenggiri halu air garam penyedap kaldu jamur merica gula santan kental bawang putih bawang merah sagu tani terigu sagu
